Departamento,Dep,Municipio,Depmun,Superficie,Poblacion,Irural,Region
Antioquia,5,Medellín,5001,374.8306,2483545,5,Región Eje Cafetero
Antioquia,5,Abejorral,5002,507.1341,20258,45,Región Eje Cafetero
Antioquia,5,Abriaquí,5004,296.956,2710,58,Región Eje Cafetero
Antioquia,5,Alejandría,5021,128.9322,4669,48,Región Eje Cafetero
Antioquia,5,Amagá,5030,84.1325,30777,28,Región Eje Cafetero
Antioquia,5,Amalfi,5031,1209.1269,26552,54,Región Eje Cafetero
Antioquia,5,Andes,5034,402.5026,43713,38,Región Eje Cafetero
Antioquia,5,Angelópolis,5036,81.8763,5790,37,Región Eje Cafetero
Antioquia,5,Angostura,5038,338.6665,11462,47,Región Eje Cafetero
Antioquia,5,Anorí,5040,1413.7739,18737,58,Región Eje Cafetero
Antioquia,5,Santafé de Antioquia,5042,525.6014,26598,45,Región Eje Cafetero
Antioquia,5,Anza,5044,255.9233,7085,48,Región Eje Cafetero
Antioquia,5,Apartadó,5045,535.1724,124647,34,Región Eje Cafetero
Antioquia,5,Arboletes,5051,754.2519,29942,48,Región Eje Cafetero
Antioquia,5,Argelia,5055,245.3418,7577,46,Región Eje Cafetero
Antioquia,5,Armenia,5059,110.435,5085,43,Región Eje Cafetero
Antioquia,5,Barbosa,5079,205.6662,53242,32,Región Eje Cafetero
Antioquia,5,Belmira,5086,296.1532,6054,51,Región Eje Cafetero
Antioquia,5,Bello,5088,147.7584,538527,12,Región Eje Cafetero
Antioquia,5,Betania,5091,180.526,10274,42,Región Eje Cafetero
Antioquia,5,Betulia,5093,262.3675,15736,42,Región Eje Cafetero
Antioquia,5,Ciudad Bolívar,5101,260.4461,26160,38,Región Eje Cafetero
Antioquia,5,Briceño,5107,376.3468,8065,52,Región Eje Cafetero
Antioquia,5,Buriticá,5113,355.2103,9502,52,Región Eje Cafetero
Antioquia,5,Cáceres,5120,1873.8028,29716,56,Región Eje Cafetero
Antioquia,5,Caicedo,5125,200.1299,8420,46,Región Eje Cafetero
Antioquia,5,Caldas,5129,132.7559,81658,24,Región Eje Cafetero
Antioquia,5,Campamento,5134,206.3433,9202,46,Región Eje Cafetero
Antioquia,5,Cañasgordas,5138,364.8312,15490,46,Región Eje Cafetero
Antioquia,5,Caracolí,5142,262.7988,4537,53,Región Eje Cafetero
Antioquia,5,Caramanta,5145,92.0578,4670,42,Región Eje Cafetero
Antioquia,5,Carepa,5147,387.2706,49659,40,Región Eje Cafetero
Antioquia,5,El   Carmen   de   Viboral,5148,423.6452,61122,38,Región Eje Cafetero
Antioquia,5,Carolina,5150,149.5808,3954,51,Región Eje Cafetero
Antioquia,5,Caucasia,5154,1429.122,93044,45,Región Eje Cafetero
Antioquia,5,Chigorodó,5172,721.6826,58684,43,Región Eje Cafetero
Antioquia,5,Cisneros,5190,46.9347,9844,34,Región Eje Cafetero
Antioquia,5,Cocorná,5197,241.7647,15042,41,Región Eje Cafetero
Antioquia,5,Concepción,5206,202.0545,4760,49,Región Eje Cafetero
Antioquia,5,Concordia,5209,247.8804,21504,39,Región Eje Cafetero
Antioquia,5,Copacabana,5212,67.7607,80000,20,Región Eje Cafetero
Antioquia,5,Dabeiba,5234,1957.2627,23255,57,Región Eje Cafetero
Antioquia,5,Don   Matías,5237,203.3323,19332,39,Región Eje Cafetero
Antioquia,5,Ebéjico,5240,237.7794,12108,42,Región Eje Cafetero
Antioquia,5,El Bagre,5250,1560.2489,52925,51,Región Eje Cafetero
Antioquia,5,Entrerrios,5264,214.1959,11465,46,Región Eje Cafetero
Antioquia,5,Envigado,5266,77.9967,236114,8,Región Eje Cafetero
Antioquia,5,Fredonia,5282,258.0926,24553,38,Región Eje Cafetero
Antioquia,5,Frontino,5284,1384.1314,20657,55,Región Eje Cafetero
Antioquia,5,Giraldo,5306,93.4944,5652,48,Región Eje Cafetero
Antioquia,5,Girardota,5308,82.856,53162,25,Región Eje Cafetero
Antioquia,5,Gómez Plata,5310,332.2046,9828,48,Región Eje Cafetero
Antioquia,5,Granada,5313,190.2251,9870,43,Región Eje Cafetero
Antioquia,5,Guadalupe,5315,118.2097,6607,45,Región Eje Cafetero
Antioquia,5,Guarne,5318,151.8116,56774,30,Región Eje Cafetero
Antioquia,5,Guatapé,5321,83.3269,8548,41,Región Eje Cafetero
Antioquia,5,Heliconia,5347,114.8488,5400,41,Región Eje Cafetero
Antioquia,5,Hispania,5353,57.5216,5530,39,Región Eje Cafetero
Antioquia,5,Itagui,5360,19.6496,283794,0,Región Eje Cafetero
Antioquia,5,Ituango,5361,2841.1161,27419,58,Región Eje Cafetero
Antioquia,5,Jardín,5364,201.1626,14662,41,Región Eje Cafetero
Antioquia,5,Jericó,5368,205.0007,13637,41,Región Eje Cafetero
Antioquia,5,La   Ceja,5376,132.715,66746,28,Región Eje Cafetero
Antioquia,5,La   Estrella,5380,36.6318,73696,16,Región Eje Cafetero
Antioquia,5,La   Pintada,5390,54.2963,8298,36,Región Eje Cafetero
Antioquia,5,La   Unión,5400,167.7397,21963,37,Región Eje Cafetero
Antioquia,5,Liborina,5411,216.4164,10040,46,Región Eje Cafetero
Antioquia,5,Maceo,5425,387.1014,8218,53,Región Eje Cafetero
Antioquia,5,Marinilla,5440,114.8712,66399,27,Región Eje Cafetero
Antioquia,5,Montebello,5467,76.0285,6635,37,Región Eje Cafetero
Antioquia,5,Murindó,5475,1266.2014,5088,68,Región Eje Cafetero
Antioquia,5,Mutatá,5480,1075.1728,14196,57,Región Eje Cafetero
Antioquia,5,Nariño,5483,316.7674,9997,44,Región Eje Cafetero
Antioquia,5,Necoclí,5490,1255.5439,43257,49,Región Eje Cafetero
Antioquia,5,Nechí,5495,937.3229,26652,53,Región Eje Cafetero
Antioquia,5,Olaya,5501,86.9862,3150,47,Región Eje Cafetero
Antioquia,5,Peñol,5541,118.3143,21427,37,Región Eje Cafetero
Antioquia,5,Peque,5543,434.069,8186,52,Región Eje Cafetero
Antioquia,5,Pueblorrico,5576,75.4329,8681,37,Región Eje Cafetero
Antioquia,5,Puerto   Berrío,5579,1220.1092,40048,49,Región Eje Cafetero
Antioquia,5,Puerto Nare,5585,669.2915,14384,50,Región Eje Cafetero
Antioquia,5,Puerto   Triunfo,5591,369.5568,18550,46,Región Eje Cafetero
Antioquia,5,Remedios,5604,1989.1913,29061,57,Región Eje Cafetero
Antioquia,5,Retiro,5607,243.6,24185,40,Región Eje Cafetero
Antioquia,5,Rionegro,5615,195.9401,139553,24,Región Eje Cafetero
Antioquia,5,Sabanalarga,5628,265.7644,9155,49,Región Eje Cafetero
Antioquia,5,Sabaneta,5631,15.8353,85484,10,Región Eje Cafetero
Antioquia,5,Salgar,5642,288.2349,18218,42,Región Eje Cafetero
Antioquia,5,San   Andrés   de   Cuerquía,5647,218.7266,7240,48,Región Eje Cafetero
Antioquia,5,San Carlos,5649,717.8146,15940,51,Región Eje Cafetero
Antioquia,5,San   Francisco,5652,356.3391,5776,52,Región Eje Cafetero
Antioquia,5,San   Jerónimo,5656,161.2657,15710,40,Región Eje Cafetero
Antioquia,5,San José de La Montaña,5658,126.0736,3706,50,Región Eje Cafetero
Antioquia,5,San   Juan   de   Urabá,5659,251.9969,20549,43,Región Eje Cafetero
Antioquia,5,San   Luis,5660,425.6191,13035,51,Región Eje Cafetero
Antioquia,5,San Pedro,5664,220.9443,22447,38,Región Eje Cafetero
Antioquia,5,San Pedro de Uraba,5665,602.5332,31571,46,Región Eje Cafetero
Antioquia,5,San   Rafael,5667,363.9287,15632,47,Región Eje Cafetero
Antioquia,5,San Roque,5670,424.8549,21533,46,Región Eje Cafetero
Antioquia,5,San   Vicente,5674,230.4912,22258,39,Región Eje Cafetero
Antioquia,5,Santa Bárbara,5679,196.1697,26944,36,Región Eje Cafetero
Antioquia,5,Santa Rosa de Osos,5686,864.7789,37143,47,Región Eje Cafetero
Antioquia,5,Santo   Domingo,5690,265.9507,12326,45,Región Eje Cafetero
Antioquia,5,El   Santuario,5697,83.4511,36043,28,Región Eje Cafetero
Antioquia,5,Segovia,5736,1127.3269,38692,50,Región Eje Cafetero
Antioquia,5,Sonsón,5756,1346.3971,36394,48,Región Eje Cafetero
Antioquia,5,Sopetrán,5761,219.0719,15293,42,Región Eje Cafetero
Antioquia,5,Támesis,5789,252.2397,16193,41,Región Eje Cafetero
Antioquia,5,Tarazá,5790,1148.985,27517,54,Región Eje Cafetero
Antioquia,5,Tarso,5792,120.4791,6194,42,Región Eje Cafetero
Antioquia,5,Titiribí,5809,140.3458,10716,38,Región Eje Cafetero
Antioquia,5,Toledo,5819,122.5784,5005,46,Región Eje Cafetero
Antioquia,5,Turbo,5837,2919.5353,127565,48,Región Eje Cafetero
Antioquia,5,Uramita,5842,265.9304,6875,49,Región Eje Cafetero
Antioquia,5,Urrao,5847,2563.3972,30484,54,Región Eje Cafetero
Antioquia,5,Valdivia,5854,567.7026,13950,50,Región Eje Cafetero
Antioquia,5,Valparaíso,5856,126.1748,6462,43,Región Eje Cafetero
Antioquia,5,Vegachí,5858,524.955,11910,52,Región Eje Cafetero
Antioquia,5,Venecia,5861,139.6743,11636,38,Región Eje Cafetero
Antioquia,5,Vigía   del   Fuerte,5873,1661.8529,9265,67,Región Eje Cafetero
Antioquia,5,Yalí,5885,440.8583,7630,54,Región Eje Cafetero
Antioquia,5,Yarumal,5887,738.2563,42116,45,Región Eje Cafetero
Antioquia,5,Yolombó,5890,1012.5146,23050,53,Región Eje Cafetero
Antioquia,5,Yondó,5893,1894.9875,19624,59,Región Eje Cafetero
Antioquia,5,Zaragoza,5895,1167.3576,25210,53,Región Eje Cafetero
Atlántico,8,Barranquilla,8001,154.2021,1243056,3,Región Caribe
Atlántico,8,Baranoa,8078,121.3471,64949,26,Región Caribe
Atlántico,8,Campo   de   La   Cruz,8137,99.995,23230,34,Región Caribe
Atlántico,8,Candelaria,8141,135.7691,16648,39,Región Caribe
Atlántico,8,Galapa,8296,97.5131,64260,28,Región Caribe
Atlántico,8,Juan de Acosta,8372,167.9305,21971,39,Región Caribe
Atlántico,8,Luruaco,8421,224.3211,29348,38,Región Caribe
Atlántico,8,Malambo,8433,97.9423,134468,19,Región Caribe
Atlántico,8,Manatí,8436,214.273,20698,42,Región Caribe
Atlántico,8,Palmar de Varela,8520,92.3383,30094,29,Región Caribe
Atlántico,8,Piojó,8549,252.9747,6873,51,Región Caribe
Atlántico,8,Polonuevo,8558,73.8643,18941,32,Región Caribe
Atlántico,8,Ponedera,8560,206.5352,24877,38,Región Caribe
Atlántico,8,Puerto   Colombia,8573,70.5671,51695,27,Región Caribe
Atlántico,8,Repelón,8606,358.5403,27249,41,Región Caribe
Atlántico,8,Sabanagrande,8634,43.1111,33858,23,Región Caribe
Atlántico,8,Sabanalarga,8638,395.8744,97005,32,Región Caribe
Atlántico,8,Santa Lucía,8675,57.3664,16624,33,Región Caribe
Atlántico,8,Santo   Tomás,8685,65.003,31027,28,Región Caribe
Atlántico,8,Soledad,8758,59.3584,638065,4,Región Caribe
Atlántico,8,Suan,8770,42.5581,12282,32,Región Caribe
Atlántico,8,Tubará,8832,182.9896,18190,41,Región Caribe
Atlántico,8,Usiacurí,8849,101.3781,12743,39,Región Caribe
Bogotá D.C.,11,Bogotá D C,11001,1622.8526,7592871,6,Región Centro Oriente
Bolivar,13,Cartagena,13001,597.681,1003685,18,Región Caribe
Bolivar,13,Achí,13006,951.7658,24610,54,Región Caribe
Bolivar,13,Altos   del   Rosario,13030,303.7462,11309,49,Región Caribe
Bolivar,13,Arenal,13042,461.9323,7590,50,Región Caribe
Bolivar,13,Arjona,13052,589.577,71837,38,Región Caribe
Bolivar,13,Arroyohondo,13062,163.8084,8504,44,Región Caribe
Bolivar,13,Barranco de Loba,13074,430.7369,14996,50,Región Caribe
Bolivar,13,Calamar,13140,255.3533,22794,41,Región Caribe
Bolivar,13,Cantagallo,13160,881.4832,8488,59,Región Caribe
Bolivar,13,Cicuco,13188,133.1793,13903,41,Región Caribe
Bolivar,13,Córdoba,13212,597.3181,16225,51,Región Caribe
Bolivar,13,Clemencia,13222,85.3759,15014,36,Región Caribe
Bolivar,13,El Carmen de Bolívar,13244,946.2738,71428,42,Región Caribe
Bolivar,13,El   Guamo,13248,383.1734,8825,52,Región Caribe
Bolivar,13,El   Peñón,13268,318.9349,7884,52,Región Caribe
Bolivar,13,Hatillo de Loba,13300,194.331,12699,44,Región Caribe
Bolivar,13,Magangué,13430,1129.9628,137030,39,Región Caribe
Bolivar,13,Mahates,13433,432.1803,28602,43,Región Caribe
Bolivar,13,Margarita,13440,293.6834,10913,50,Región Caribe
Bolivar,13,María   la   Baja,13442,559.9178,47389,40,Región Caribe
Bolivar,13,Montecristo,13458,2092.8136,17017,61,Región Caribe
Bolivar,13,Mompós,13468,652.1426,45498,44,Región Caribe
Bolivar,13,Morales,13473,1347.5999,22846,57,Región Caribe
Bolivar,13,Pinillos,13549,775.5687,24433,51,Región Caribe
Bolivar,13,Regidor,13580,183.4527,6983,47,Región Caribe
Bolivar,13,Río Viejo,13600,845.2365,10638,53,Región Caribe
Bolivar,13,San Cristóbal,13620,42.2688,8330,35,Región Caribe
Bolivar,13,San   Estanislao,13647,211.6393,18729,41,Región Caribe
Bolivar,13,San Fernando,13650,317.325,12813,48,Región Caribe
Bolivar,13,San   Jacinto,13654,442.916,24232,45,Región Caribe
Bolivar,13,San Jacinto del Cauca,13655,569.9507,10305,54,Región Caribe
Bolivar,13,San Juan Nepomuceno,13657,631.2247,37765,44,Región Caribe
Bolivar,13,San Martín de Loba,13667,450.1981,14792,51,Región Caribe
Bolivar,13,San   Pablo   de   Borbur,13670,2021.036,28043,56,Región Caribe
Bolivar,13,Santa   Catalina,13673,172.7742,14747,41,Región Caribe
Bolivar,13,Santa   Rosa,13683,154.6722,21766,37,Región Caribe
Bolivar,13,Santa   Rosa   del   Sur,13688,2382.7824,33701,56,Región Caribe
Bolivar,13,Simití,13744,1354.6597,18678,57,Región Caribe
Bolivar,13,Soplaviento,13760,92.6041,10733,39,Región Caribe
Bolivar,13,Talaigua   Nuevo,13780,249.3052,13106,46,Región Caribe
Bolivar,13,Tiquisio,13810,762.8088,18584,52,Región Caribe
Bolivar,13,Turbaco,13836,201.9811,109813,30,Región Caribe
Bolivar,13,Turbaná,13838,191.1552,16954,40,Región Caribe
Bolivar,13,Villanueva,13873,137.1264,24581,37,Región Caribe
Bolivar,13,Zambrano,13894,309.1532,12113,47,Región Caribe
Boyacá,15,Tunja,15001,119.6889,176347,20,Región Centro Oriente
Boyacá,15,Almeida,15022,57.6721,1845,46,Región Centro Oriente
Boyacá,15,Aquitania,15047,942.1466,15460,54,Región Centro Oriente
Boyacá,15,Arcabuco,15051,137.8986,5911,48,Región Centro Oriente
Boyacá,15,Belén,15087,163.0882,7500,45,Región Centro Oriente
Boyacá,15,Berbeo,15090,58.013,1587,49,Región Centro Oriente
Boyacá,15,Betéitiva,15092,101.8995,1943,51,Región Centro Oriente
Boyacá,15,Boavita,15097,145.3053,4888,45,Región Centro Oriente
Boyacá,15,Boyacá,15104,48.0229,5103,39,Región Centro Oriente
Boyacá,15,Briceño,15106,64.5997,2175,46,Región Centro Oriente
Boyacá,15,Buena   Vista,15109,110.1568,4396,45,Región Centro Oriente
Boyacá,15,Busbanzá,15114,25.3527,1138,49,Región Centro Oriente
Boyacá,15,Caldas,15131,78.9656,3127,45,Región Centro Oriente
Boyacá,15,Campohermoso,15135,298.7284,3082,55,Región Centro Oriente
Boyacá,15,Cerinza,15162,63.5786,3703,43,Región Centro Oriente
Boyacá,15,Chinavita,15172,136.3735,3198,49,Región Centro Oriente
Boyacá,15,Chiquinquirá,15176,165.0137,57101,31,Región Centro Oriente
Boyacá,15,Chiscas,15180,658.8149,3924,60,Región Centro Oriente
Boyacá,15,Chita,15183,677.377,7881,56,Región Centro Oriente
Boyacá,15,Chitaraque,15185,158.5347,5843,47,Región Centro Oriente
Boyacá,15,Chivatá,15187,49.5323,2812,40,Región Centro Oriente
Boyacá,15,Ciénega,15189,53.9924,4642,40,Región Centro Oriente
Boyacá,15,Cómbita,15204,145.276,13140,41,Región Centro Oriente
Boyacá,15,Coper,15212,149.8697,3585,50,Región Centro Oriente
Boyacá,15,Corrales,15215,60.8514,2523,47,Región Centro Oriente
Boyacá,15,Covarachía,15218,102.4313,2742,49,Región Centro Oriente
Boyacá,15,Cubará,15223,1177.6146,10563,64,Región Centro Oriente
Boyacá,15,Cucaita,15224,42.1281,3759,39,Región Centro Oriente
Boyacá,15,Cuítiva,15226,44.1333,1804,47,Región Centro Oriente
Boyacá,15,Chíquiza,15232,116.5118,4713,45,Región Centro Oriente
Boyacá,15,Chivor,15236,108.6796,2504,51,Región Centro Oriente
Boyacá,15,Duitama,15238,234.0244,124780,28,Región Centro Oriente
Boyacá,15,El Cocuy,15244,238.3446,4150,52,Región Centro Oriente
Boyacá,15,El Espino,15248,69.4007,3054,45,Región Centro Oriente
Boyacá,15,Firavitoba,15272,109.3406,6737,45,Región Centro Oriente
Boyacá,15,Floresta,15276,88.1285,3240,45,Región Centro Oriente
Boyacá,15,Gachantivá,15293,88.1664,2779,48,Región Centro Oriente
Boyacá,15,Gameza,15296,123.6816,4845,47,Región Centro Oriente
Boyacá,15,Garagoa,15299,193.5125,18144,41,Región Centro Oriente
Boyacá,15,Guacamayas,15317,57.6523,1843,49,Región Centro Oriente
Boyacá,15,Guateque,15322,36.1393,10809,31,Región Centro Oriente
Boyacá,15,Guayatá,15325,99.9668,3387,42,Región Centro Oriente
Boyacá,15,Güicán,15332,952.2179,4285,61,Región Centro Oriente
Boyacá,15,Iza,15362,34.2478,1972,44,Región Centro Oriente
Boyacá,15,Jenesano,15367,59.0083,7274,38,Región Centro Oriente
Boyacá,15,Jericó,15368,131.7369,3900,49,Región Centro Oriente
Boyacá,15,Labranzagrande,15377,581.2768,3501,60,Región Centro Oriente
Boyacá,15,La Capilla,15380,56.9312,2686,44,Región Centro Oriente
Boyacá,15,La Victoria,15401,28.0052,1118,44,Región Centro Oriente
Boyacá,15,La   Uvita,15403,161.5632,2831,52,Región Centro Oriente
Boyacá,15,Villa de Leyva,15407,126.5884,16617,40,Región Centro Oriente
Boyacá,15,Macanal,15425,199.966,5027,51,Región Centro Oriente
Boyacá,15,Maripí,15442,160.6848,5697,45,Región Centro Oriente
Boyacá,15,Miraflores,15455,258.7142,8937,47,Región Centro Oriente
Boyacá,15,Mongua,15464,360.3771,4620,55,Región Centro Oriente
Boyacá,15,Monguí,15466,68.8548,4266,43,Región Centro Oriente
Boyacá,15,Moniquirá,15469,218.2791,22821,40,Región Centro Oriente
Boyacá,15,Motavita,15476,60.0441,5641,39,Región Centro Oriente
Boyacá,15,Muzo,15480,137.8741,8466,42,Región Centro Oriente
Boyacá,15,Nobsa,15491,55.4255,16238,32,Región Centro Oriente
Boyacá,15,Nuevo Colón,15494,51.3968,5172,38,Región Centro Oriente
Boyacá,15,Oicatá,15500,60.3022,2858,46,Región Centro Oriente
Boyacá,15,Otanche,15507,475.0401,8002,53,Región Centro Oriente
Boyacá,15,Pachavita,15511,66.6902,2447,45,Región Centro Oriente
Boyacá,15,Páez,15514,339.0691,3256,58,Región Centro Oriente
Boyacá,15,Paipa,15516,305.1092,34177,41,Región Centro Oriente
Boyacá,15,Pajarito,15518,313.6826,2400,61,Región Centro Oriente
Boyacá,15,Panqueba,15522,39.7152,1702,47,Región Centro Oriente
Boyacá,15,Pauna,15531,252.6287,7198,48,Región Centro Oriente
Boyacá,15,Paya,15533,443.8105,2616,63,Región Centro Oriente
Boyacá,15,Paz   de   Río,15537,122.6995,4228,47,Región Centro Oriente
Boyacá,15,Pesca,15542,263.0926,6765,49,Región Centro Oriente
Boyacá,15,Pisba,15550,464.9507,1779,68,Región Centro Oriente
Boyacá,15,Puerto   Boyacá,15572,1513.601,47600,49,Región Centro Oriente
Boyacá,15,Quípama,15580,167.3269,4939,44,Región Centro Oriente
Boyacá,15,Ramiriquí,15599,125.6838,9988,41,Región Centro Oriente
Boyacá,15,Ráquira,15600,220.6664,7958,44,Región Centro Oriente
Boyacá,15,Rondón,15621,206.3634,2384,53,Región Centro Oriente
Boyacá,15,Saboyá,15632,248.652,13728,45,Región Centro Oriente
Boyacá,15,Sáchica,15638,63.9273,5578,44,Región Centro Oriente
Boyacá,15,Samacá,15646,167.5862,18588,40,Región Centro Oriente
Boyacá,15,San   Eduardo,15660,109.4696,1676,53,Región Centro Oriente
Boyacá,15,San José de Pare,15664,74.4036,4989,42,Región Centro Oriente
Boyacá,15,San Luis de Gaceno,15667,469.8455,5476,55,Región Centro Oriente
Boyacá,15,San   Mateo,15673,123.8795,3204,48,Región Centro Oriente
Boyacá,15,San Miguel de Sema,15676,93.9981,3006,45,Región Centro Oriente
Boyacá,15,San   Pablo   de   Borbur,15681,195.9044,6664,44,Región Centro Oriente
Boyacá,15,Santana,15686,67.9638,7643,40,Región Centro Oriente
Boyacá,15,Santa María,15690,309.6597,3518,54,Región Centro Oriente
Boyacá,15,Santa   Rosa   de   Viterbo,15693,116.7061,13205,40,Región Centro Oriente
Boyacá,15,Santa Sofía,15696,77.5628,3195,47,Región Centro Oriente
Boyacá,15,Sativanorte,15720,161.3102,2177,54,Región Centro Oriente
Boyacá,15,Sativasur,15723,54.8847,1100,51,Región Centro Oriente
Boyacá,15,Siachoque,15740,119.223,6747,44,Región Centro Oriente
Boyacá,15,Soatá,15753,123.0954,8908,43,Región Centro Oriente
Boyacá,15,Socotá,15755,603.5864,7231,55,Región Centro Oriente
Boyacá,15,Socha,15757,150.152,8018,46,Región Centro Oriente
Boyacá,15,Sogamoso,15759,208.3059,129346,27,Región Centro Oriente
Boyacá,15,Somondoco,15761,58.7951,2887,41,Región Centro Oriente
Boyacá,15,Sora,15762,47.845,3050,44,Región Centro Oriente
Boyacá,15,Sotaquirá,15763,285.2938,8237,49,Región Centro Oriente
Boyacá,15,Soracá,15764,55.7578,6015,40,Región Centro Oriente
Boyacá,15,Susacón,15774,182.7031,2704,53,Región Centro Oriente
Boyacá,15,Sutamarchán,15776,103.5053,6164,44,Región Centro Oriente
Boyacá,15,Sutatenza,15778,41.127,4224,38,Región Centro Oriente
Boyacá,15,Tasco,15790,209.6981,5823,49,Región Centro Oriente
Boyacá,15,Tenza,15798,45.8641,3828,39,Región Centro Oriente
Boyacá,15,Tibaná,15804,121.8327,9085,42,Región Centro Oriente
Boyacá,15,Tibasosa,15806,93.7568,13196,38,Región Centro Oriente
Boyacá,15,Tinjacá,15808,79.7514,3313,49,Región Centro Oriente
Boyacá,15,Tipacoque,15810,71.9477,3299,45,Región Centro Oriente
Boyacá,15,Toca,15814,168.2519,8831,44,Región Centro Oriente
Boyacá,15,Togüí,15816,101.4431,4330,47,Región Centro Oriente
Boyacá,15,Tópaga,15820,33.6295,3660,40,Región Centro Oriente
Boyacá,15,Tota,15822,196.0461,5206,50,Región Centro Oriente
Boyacá,15,Tununguá,15832,29.2213,1559,48,Región Centro Oriente
Boyacá,15,Turmequé,15835,79.7066,6131,40,Región Centro Oriente
Boyacá,15,Tuta,15837,165.3304,8369,45,Región Centro Oriente
Boyacá,15,Tutazá,15839,122.0095,2037,54,Región Centro Oriente
Boyacá,15,Umbita,15842,146.0853,7534,42,Región Centro Oriente
Boyacá,15,Ventaquemada,15861,160.0115,15920,40,Región Centro Oriente
Boyacá,15,Viracachá,15879,62.5811,2817,45,Región Centro Oriente
Boyacá,15,Zetaquira,15897,251.5051,4621,52,Región Centro Oriente
Caldas,17,Manizales,17001,441.0017,440608,20,Región Eje Cafetero
Caldas,17,Aguadas,17013,475.7327,22907,43,Región Eje Cafetero
Caldas,17,Anserma,17042,209.1427,36405,33,Región Eje Cafetero
Caldas,17,Aranzazu,17050,149.5768,10533,39,Región Eje Cafetero
Caldas,17,Belalcázar,17088,113.3467,10634,37,Región Eje Cafetero
Caldas,17,Chinchiná,17174,109.3727,51773,24,Región Eje Cafetero
Caldas,17,Filadelfia,17272,192.6014,11399,41,Región Eje Cafetero
Caldas,17,La   Dorada,17380,549.2363,72972,37,Región Eje Cafetero
Caldas,17,La   Merced,17388,88.6004,5916,40,Región Eje Cafetero
Caldas,17,Manzanares,17433,197.9119,17805,37,Región Eje Cafetero
Caldas,17,Marmato,17442,36.886,9035,32,Región Eje Cafetero
Caldas,17,Marquetalia,17444,90.333,13368,35,Región Eje Cafetero
Caldas,17,Marulanda,17446,376.9595,2565,56,Región Eje Cafetero
Caldas,17,Neira,17486,369.3428,21040,39,Región Eje Cafetero
Caldas,17,Norcasia,17495,227.5467,6075,49,Región Eje Cafetero
Caldas,17,Pácora,17513,257.1202,15296,42,Región Eje Cafetero
Caldas,17,Palestina,17524,112.2301,15598,33,Región Eje Cafetero
Caldas,17,Pensilvania,17541,498.5451,19781,43,Región Eje Cafetero
Caldas,17,Riosucio,17614,384.1695,51371,35,Región Eje Cafetero
Caldas,17,Risaralda,17616,89.8894,10640,36,Región Eje Cafetero
Caldas,17,Salamina,17653,388.0893,19387,43,Región Eje Cafetero
Caldas,17,Samaná,17662,758.1753,20116,47,Región Eje Cafetero
Caldas,17,San José,17665,60.9426,4875,36,Región Eje Cafetero
Caldas,17,Supía,17777,121.6116,29021,32,Región Eje Cafetero
Caldas,17,Victoria,17867,558.8853,10255,54,Región Eje Cafetero
Caldas,17,Villamaría,17873,455.0658,66189,37,Región Eje Cafetero
Caldas,17,Viterbo,17877,112.9064,12780,36,Región Eje Cafetero
Caldas,18,Florencia,18001,2547.6375,170764,46,Región Centro Sur
Caldas,18,Albania,18029,414.1221,4491,57,Región Centro Sur
Caldas,18,Belén de Los Andaquies,18094,1191.6186,11102,60,Región Centro Sur
Caldas,18,Cartagena   del   Chairá,18150,12785.6188,30778,73,Región Centro Sur
Caldas,18,Curillo,18205,403.3582,7683,54,Región Centro Sur
Caldas,18,El   Doncello,18247,1106.0762,19256,54,Región Centro Sur
Caldas,18,El Paujil,18256,1234.7341,18251,57,Región Centro Sur
Caldas,18,La   Montañita,18410,1701.0614,14662,58,Región Centro Sur
Caldas,18,Milán,18460,1220.576,9838,61,Región Centro Sur
Caldas,18,Morelia,18479,462.4796,3718,62,Región Centro Sur
Caldas,18,Puerto Rico,18592,4146.3972,26329,61,Región Centro Sur
Caldas,18,San   José   del   Fragua,18610,1304.769,12949,59,Región Centro Sur
Caldas,18,San Vicente del Caguán,18753,17464.6344,51714,69,Región Centro Sur
Caldas,18,Solano,18756,42312.7836,11359,87,Región Centro Sur
Caldas,18,Solita,18785,476.9315,6280,58,Región Centro Sur
Caldas,18,Valparaíso,18860,1330.21,6968,60,Región Centro Sur
Caldas,19,Popayán,19001,480.1797,321991,27,Región Pacífico
Caldas,19,Almaguer,19022,236.7148,18263,42,Región Pacífico
Caldas,19,Argelia,19050,775.7878,26376,50,Región Pacífico
Caldas,19,Balboa,19075,413.2112,21270,46,Región Pacífico
Caldas,19,Bolívar,19100,797.8203,37327,46,Región Pacífico
Caldas,19,Buenos Aires,19110,435.0288,31754,38,Región Pacífico
Caldas,19,Cajibío,19130,552.2786,42439,44,Región Pacífico
Caldas,19,Caldono,19137,354.7387,40898,41,Región Pacífico
Caldas,19,Caloto,19142,266.5646,30143,37,Región Pacífico
Caldas,19,Corinto,19212,325.9156,25342,40,Región Pacífico
Caldas,19,El   Tambo,19256,2739.5989,53840,55,Región Pacífico
Caldas,19,Florencia,19290,56.6526,5254,41,Región Pacífico
Caldas,19,Guapi,19318,2567.9493,27619,59,Región Pacífico
Caldas,19,Inzá,19355,866.3121,29170,49,Región Pacífico
Caldas,19,Jambaló,19364,234.4476,18240,43,Región Pacífico
Caldas,19,La   Sierra,19392,208.3544,10674,46,Región Pacífico
Caldas,19,La   Vega,19397,516.0749,24542,43,Región Pacífico
