Departamento,Dep,Municipio,Depmun,Superficie,Poblacion,Irural,Region
Norte de Santander,54,Teorama,54800,927.054,17040,55,Región Centro Oriente
Norte de Santander,54,Tibú,54810,2680.0729,56510,58,Región Centro Oriente
Norte de Santander,54,Toledo,54820,1480.665,15937,58,Región Centro Oriente
Norte de Santander,54,Villa   Caro,54871,401.0585,5172,57,Región Centro Oriente
Norte de Santander,54,Villa del Rosario,54874,90.619,107288,25,Región Centro Oriente
Quindío,63,Armenia,63001,121.6174,300194,13,Región Eje Cafetero
Quindío,63,Buenavista,63111,38.4581,3107,39,Región Eje Cafetero
Quindío,63,Calarcá,63130,220.8363,73872,28,Región Eje Cafetero
Quindío,63,Circasia,63190,90.3229,28631,29,Región Eje Cafetero
Quindío,63,Córdoba,63212,92.9762,5687,42,Región Eje Cafetero
Quindío,63,Filandia,63272,106.562,12154,35,Región Eje Cafetero
Quindío,63,Génova,63302,294.9377,7455,46,Región Eje Cafetero
Quindío,63,La Tebaida,63401,89.3797,34172,27,Región Eje Cafetero
Quindío,63,Montenegro,63470,149.0575,37127,30,Región Eje Cafetero
Quindío,63,Pijao,63548,248.5826,5146,48,Región Eje Cafetero
Quindío,63,Quimbaya,63594,133.5204,30911,30,Región Eje Cafetero
Quindío,63,Salento,63690,347.3199,9399,49,Región Eje Cafetero
Risaralda,66,Pereira,66001,608.166,472406,21,Región Eje Cafetero
Risaralda,66,Apía,66045,149.9805,12276,37,Región Eje Cafetero
Risaralda,66,Balboa,66075,119.486,6348,43,Región Eje Cafetero
Risaralda,66,Belén de Umbría,66088,180.6004,24660,34,Región Eje Cafetero
Risaralda,66,Dosquebradas,66170,70.1289,220771,12,Región Eje Cafetero
Risaralda,66,Guática,66318,100.8206,12108,34,Región Eje Cafetero
Risaralda,66,La   Celia,66383,92.4737,7448,39,Región Eje Cafetero
Risaralda,66,La   Virginia,66400,32.8012,27916,20,Región Eje Cafetero
Risaralda,66,Marsella,66440,149.3191,16782,34,Región Eje Cafetero
Risaralda,66,Mistrató,66456,564.7435,17110,49,Región Eje Cafetero
Risaralda,66,Pueblo   Rico,66572,613.7678,16309,51,Región Eje Cafetero
Risaralda,66,Quinchía,66594,140.1301,27235,32,Región Eje Cafetero
Risaralda,66,Santa Rosa de Cabal,66682,543.4926,78636,35,Región Eje Cafetero
Risaralda,66,Santuario,66687,190.864,12506,40,Región Eje Cafetero
Santander,68,Bucaramanga,68001,152.9157,595635,11,Región Centro Oriente
Santander,68,Aguada,68013,75.2312,1858,48,Región Centro Oriente
Santander,68,Albania,68020,166.217,4242,51,Región Centro Oriente
Santander,68,Aratoca,68051,169.7916,8368,45,Región Centro Oriente
Santander,68,Barbosa,68077,46.6649,31940,27,Región Centro Oriente
Santander,68,Barichara,68079,137.2758,10674,44,Región Centro Oriente
Santander,68,Barrancabermeja,68081,1326.8383,207494,36,Región Centro Oriente
Santander,68,Betulia,68092,431.2487,6003,55,Región Centro Oriente
Santander,68,Bolívar,68101,1010.1259,11073,56,Región Centro Oriente
Santander,68,Cabrera,68121,65.5743,1983,49,Región Centro Oriente
Santander,68,California,68132,45.0135,2186,47,Región Centro Oriente
Santander,68,Capitanejo,68147,85.2841,5479,42,Región Centro Oriente
Santander,68,Carcasí,68152,258.9462,4263,53,Región Centro Oriente
Santander,68,Cepitá,68160,107.9671,2018,52,Región Centro Oriente
Santander,68,Cerrito,68162,421.0814,6838,55,Región Centro Oriente
Santander,68,Charalá,68167,419.2314,12256,50,Región Centro Oriente
Santander,68,Charta,68169,126.7063,2883,50,Región Centro Oriente
Santander,68,Chimá,68176,173.219,2865,53,Región Centro Oriente
Santander,68,Chipatá,68179,94.9368,5084,45,Región Centro Oriente
Santander,68,Cimitarra,68190,3174.2885,33750,58,Región Centro Oriente
Santander,68,Concepción,68207,337.1199,5738,54,Región Centro Oriente
Santander,68,Confines,68209,71.4217,3233,48,Región Centro Oriente
Santander,68,Contratación,68211,137.1721,3683,50,Región Centro Oriente
Santander,68,Coromoro,68217,577.4957,5009,56,Región Centro Oriente
Santander,68,Curití,68229,244.2227,13028,46,Región Centro Oriente
Santander,68,El Carmen de Chucurí,68235,924.0326,21415,52,Región Centro Oriente
Santander,68,El Guacamayo,68245,92.9676,2119,52,Región Centro Oriente
Santander,68,El   Peñón,68250,398.2177,5405,56,Región Centro Oriente
Santander,68,El   Playón,68255,454.9819,13882,49,Región Centro Oriente
Santander,68,Encino,68264,400.4327,2567,61,Región Centro Oriente
Santander,68,Enciso,68266,74.816,3444,45,Región Centro Oriente
Santander,68,Florián,68271,176.5997,5569,49,Región Centro Oriente
Santander,68,Floridablanca,68276,100.3277,300730,14,Región Centro Oriente
Santander,68,Galán,68296,201.7316,2883,54,Región Centro Oriente
Santander,68,Gambita,68298,608.2331,4008,59,Región Centro Oriente
Santander,68,Girón,68307,493.0299,166843,31,Región Centro Oriente
Santander,68,Guaca,68318,302.3983,5900,51,Región Centro Oriente
Santander,68,Guadalupe,68320,146.3307,4473,48,Región Centro Oriente
Santander,68,Guapotá,68322,67.3004,2394,49,Región Centro Oriente
Santander,68,Guavatá,68324,83.7955,4200,45,Región Centro Oriente
Santander,68,Güepsa,68327,30.1567,5222,38,Región Centro Oriente
Santander,68,Hato,68344,169.0176,2349,55,Región Centro Oriente
Santander,68,Jesús   María,68368,89.5931,3337,50,Región Centro Oriente
Santander,68,Jordán,68370,39.8992,1325,49,Región Centro Oriente
Santander,68,La Belleza,68377,335.2016,6174,52,Región Centro Oriente
Santander,68,Landázuri,68385,590.2164,10482,51,Región Centro Oriente
Santander,68,La   Paz,68397,284.347,4921,52,Región Centro Oriente
Santander,68,Lebríja,68406,550.4332,43145,43,Región Centro Oriente
Santander,68,Los Santos,68418,290.1252,14485,47,Región Centro Oriente
Santander,68,Macaravita,68425,102.9175,2125,51,Región Centro Oriente
Santander,68,Málaga,68432,57.1817,21339,31,Región Centro Oriente
Santander,68,Matanza,68444,235.7486,4999,44,Región Centro Oriente
Santander,68,Mogotes,68464,483.9701,10576,51,Región Centro Oriente
Santander,68,Molagavita,68468,180.4717,4105,49,Región Centro Oriente
Santander,68,Ocamonte,68498,75.2213,5740,43,Región Centro Oriente
Santander,68,Oiba,68500,286.0667,11004,47,Región Centro Oriente
Santander,68,Onzaga,68502,489.2284,4111,57,Región Centro Oriente
Santander,68,Palmar,68522,19.6944,1386,37,Región Centro Oriente
Santander,68,Palmas   del   Socorro,68524,58.5411,2584,47,Región Centro Oriente
Santander,68,Páramo,68533,72.9811,4773,45,Región Centro Oriente
Santander,68,Piedecuesta,68547,484.5723,177586,32,Región Centro Oriente
Santander,68,Pinchote,68549,55.5354,5285,42,Región Centro Oriente
Santander,68,Puente Nacional,68572,251.6785,14740,45,Región Centro Oriente
Santander,68,Puerto Parra,68573,762.3446,7846,59,Región Centro Oriente
Santander,68,Puerto   Wilches,68575,1507.9862,33572,53,Región Centro Oriente
Santander,68,Rionegro,68615,1168.4322,26746,51,Región Centro Oriente
Santander,68,Sabana   de   Torres,68655,1402.87,33887,55,Región Centro Oriente
Santander,68,San   Andrés,68669,281.5589,8613,48,Región Centro Oriente
Santander,68,San Benito,68673,59.113,2957,43,Región Centro Oriente
Santander,68,San   Gil,68679,146.8773,58032,31,Región Centro Oriente
Santander,68,San   Joaquín,68682,143.1334,2215,53,Región Centro Oriente
Santander,68,San   José   de   Miranda,68684,75.3037,4313,44,Región Centro Oriente
Santander,68,San   Miguel,68686,71.2113,2494,48,Región Centro Oriente
Santander,68,San   Vicente   de   Chucurí,68689,1116.3606,33414,49,Región Centro Oriente
Santander,68,Santa Bárbara,68705,221.2171,2425,55,Región Centro Oriente
Santander,68,Santa   Helena   del   Opón,68720,373.8573,3393,57,Región Centro Oriente
Santander,68,Simacota,68745,904.713,10138,58,Región Centro Oriente
Santander,68,Socorro,68755,127.8258,32965,34,Región Centro Oriente
Santander,68,Suaita,68770,285.1955,10086,48,Región Centro Oriente
Santander,68,Sucre,68773,522.5392,7103,54,Región Centro Oriente
Santander,68,Suratá,68780,363.0088,3977,58,Región Centro Oriente
Santander,68,Tona,68820,330.7263,7562,52,Región Centro Oriente
Santander,68,Valle de San José,68855,81.1149,6222,43,Región Centro Oriente
Santander,68,Vélez,68861,447.6767,24843,47,Región Centro Oriente
Santander,68,Vetas,68867,92.4224,2142,50,Región Centro Oriente
Santander,68,Villanueva,68872,97.6069,7927,42,Región Centro Oriente
Santander,68,Zapatoca,68895,364.4186,9507,49,Región Centro Oriente
Sucre,70,Sincelejo,70001,279.9729,286635,23,Región Caribe
Sucre,70,Buenavista,70110,146.4981,10727,42,Región Caribe
Sucre,70,Caimito,70124,412.4698,15668,51,Región Caribe
Sucre,70,Coloso,70204,131.1627,8670,45,Región Caribe
Sucre,70,Corozal,70215,285.8945,69268,34,Región Caribe
Sucre,70,Coveñas,70221,56.5552,18892,33,Región Caribe
Sucre,70,Chalán,70230,83.71,4537,45,Región Caribe
Sucre,70,El Roble,70233,198.4344,10215,46,Región Caribe
Sucre,70,Galeras,70235,321.8564,22673,44,Región Caribe
Sucre,70,Guaranda,70265,361.8676,18198,48,Región Caribe
Sucre,70,La Unión,70400,232.3504,12701,47,Región Caribe
Sucre,70,Los   Palmitos,70418,198.8844,23420,40,Región Caribe
Sucre,70,Majagual,70429,845.1586,37564,50,Región Caribe
Sucre,70,Morroa,70473,170.0149,15495,42,Región Caribe
Sucre,70,Ovejas,70508,460.0484,23148,45,Región Caribe
Sucre,70,Palmito,70523,174.5702,14635,43,Región Caribe
Sucre,70,Sampués,70670,213.9377,47746,35,Región Caribe
Sucre,70,San Benito Abad,70678,1494.163,29282,55,Región Caribe
Sucre,70,San Juan de Betulia,70702,168.1756,13892,42,Región Caribe
Sucre,70,San Marcos,70708,970.3548,59254,46,Región Caribe
Sucre,70,San Onofre,70713,1035.079,50423,45,Región Caribe
Sucre,70,San Pedro,70717,212.9948,18920,41,Región Caribe
Sucre,70,San   Luis   de   Sincé,70742,418.9798,31365,43,Región Caribe
Sucre,70,Sucre,70771,1131.1802,30253,53,Región Caribe
Sucre,70,Santiago de Tolú,70820,302.5167,33553,40,Región Caribe
Sucre,70,Tolú Viejo,70823,285.0159,21850,42,Región Caribe
Tolima,73,Ibagué,73001,1377.2514,536087,27,Región Centro Sur
Tolima,73,Alpujarra,73024,501.5113,4493,57,Región Centro Sur
Tolima,73,Alvarado,73026,344.3356,8710,48,Región Centro Sur
Tolima,73,Ambalema,73030,238.0448,6596,47,Región Centro Sur
Tolima,73,Anzoátegui,73043,469.7113,10110,46,Región Centro Sur
Tolima,73,Armero,73055,440.6308,12335,48,Región Centro Sur
Tolima,73,Ataco,73067,1017.6444,19195,51,Región Centro Sur
Tolima,73,Cajamarca,73124,508.4909,18443,45,Región Centro Sur
Tolima,73,Carmen   de   Apicala,73148,190.8361,10306,45,Región Centro Sur
Tolima,73,Casabianca,73152,175.2962,6326,45,Región Centro Sur
Tolima,73,Chaparral,73168,2102.0632,50565,50,Región Centro Sur
Tolima,73,Coello,73200,343.5981,8286,48,Región Centro Sur
Tolima,73,Coyaima,73217,669.0557,22610,46,Región Centro Sur
Tolima,73,Cunday,73226,507.5153,8518,51,Región Centro Sur
Tolima,73,Dolores,73236,651.9504,8250,54,Región Centro Sur
Tolima,73,Espinal,73268,216.4989,70769,28,Región Centro Sur
Tolima,73,Falan,73270,181.3222,7494,44,Región Centro Sur
Tolima,73,Flandes,73275,96.7972,28510,30,Región Centro Sur
Tolima,73,Fresno,73283,219.6615,31124,36,Región Centro Sur
Tolima,73,Guamo,73319,505.7438,32826,41,Región Centro Sur
Tolima,73,Herveo,73347,322.7434,7266,48,Región Centro Sur
Tolima,73,Honda,73349,304.8869,24585,40,Región Centro Sur
Tolima,73,Icononzo,73352,215.1819,11891,42,Región Centro Sur
Tolima,73,Lérida,73408,271.9545,18598,41,Región Centro Sur
Tolima,73,Líbano,73411,282.3726,36432,35,Región Centro Sur
Tolima,73,Mariquita,73443,293.3432,38084,38,Región Centro Sur
Tolima,73,Melgar,73449,202.1604,37191,34,Región Centro Sur
Tolima,73,Murillo,73461,423.9322,4129,54,Región Centro Sur
Tolima,73,Natagaima,73483,859.83,14722,50,Región Centro Sur
Tolima,73,Ortega,73504,953.8043,34453,47,Región Centro Sur
Tolima,73,Palocabildo,73520,65.0111,9773,36,Región Centro Sur
Tolima,73,Piedras,73547,354.4253,6737,53,Región Centro Sur
Tolima,73,Planadas,73555,1754.1018,25785,53,Región Centro Sur
Tolima,73,Prado,73563,423.013,8443,51,Región Centro Sur
Tolima,73,Purificación,73585,402.2048,23527,42,Región Centro Sur
Tolima,73,Rio Blanco,73616,2046.2338,22660,54,Región Centro Sur
Tolima,73,Roncesvalles,73622,775.8495,5467,58,Región Centro Sur
Tolima,73,Rovira,73624,739.4762,21556,48,Región Centro Sur
Tolima,73,Saldaña,73671,193.2268,14450,41,Región Centro Sur
Tolima,73,San Antonio,73675,383.407,12691,46,Región Centro Sur
Tolima,73,San   Luis,73678,412.2262,13481,44,Región Centro Sur
Tolima,73,Santa   Isabel,73686,270.1866,5710,49,Región Centro Sur
Tolima,73,Suárez,73770,190.0782,3788,49,Región Centro Sur
Tolima,73,Valle   de   San   Juan,73854,197.8464,5353,47,Región Centro Sur
Tolima,73,Venadillo,73861,334.6328,12751,43,Región Centro Sur
Tolima,73,Villahermosa,73870,278.8499,9216,45,Región Centro Sur
Tolima,73,Villarrica,73873,430.463,5021,54,Región Centro Sur
Valle del Cauca,76,Cali,76001,563.0409,2241491,10,Región Pacífico
Valle del Cauca,76,Alcalá,76020,62.3575,14189,29,Región Pacífico
Valle del Cauca,76,Andalucía,76036,110.4604,22515,34,Región Pacífico
Valle del Cauca,76,Ansermanuevo,76041,305.4511,17348,41,Región Pacífico
Valle del Cauca,76,Argelia,76054,90.796,5258,41,Región Pacífico
Valle del Cauca,76,Bolívar,76100,743.5721,15828,50,Región Pacífico
Valle del Cauca,76,Buenaventura,76109,6292.4103,310194,44,Región Pacífico
Valle del Cauca,76,Guadalajara de Buga,76111,825.8772,128316,34,Región Pacífico
Valle del Cauca,76,Bugalagrande,76113,396.7813,24400,43,Región Pacífico
Valle del Cauca,76,Caicedonia,76122,166.9837,28609,33,Región Pacífico
Valle del Cauca,76,Calima,76126,793.498,18171,51,Región Pacífico
Valle del Cauca,76,Candelaria,76130,296.473,93183,31,Región Pacífico
Valle del Cauca,76,Cartago,76147,248.224,136596,25,Región Pacífico
Valle del Cauca,76,Dagua,76233,916.3248,48758,46,Región Pacífico
Valle del Cauca,76,El   Águila,76243,187.8131,8696,42,Región Pacífico
Valle del Cauca,76,El   Cairo,76246,214.2034,6637,45,Región Pacífico
Valle del Cauca,76,El Cerrito,76248,441.8886,56835,36,Región Pacífico
Valle del Cauca,76,El   Dovio,76250,235.4101,8711,44,Región Pacífico
Valle del Cauca,76,Florida,76275,401.5502,57696,36,Región Pacífico
Valle del Cauca,76,Ginebra,76306,268.7327,22908,40,Región Pacífico
Valle del Cauca,76,Guacarí,76318,162.4991,33405,32,Región Pacífico
Valle del Cauca,76,Jamundí,76364,628.9643,164159,36,Región Pacífico
Valle del Cauca,76,La Cumbre,76377,255.4149,16422,45,Región Pacífico
Valle del Cauca,76,La   Unión,76400,120.8749,34244,30,Región Pacífico
Valle del Cauca,76,La   Victoria,76403,264.6978,11981,42,Región Pacífico
Valle del Cauca,76,Obando,76497,214.677,12140,40,Región Pacífico
Valle del Cauca,76,Palmira,76520,1005.1534,352016,29,Región Pacífico
Valle del Cauca,76,Pradera,76563,356.7311,47918,35,Región Pacífico
Valle del Cauca,76,Restrepo,76606,136.232,15295,37,Región Pacífico
Valle del Cauca,76,Riofrío,76616,308.0878,15483,42,Región Pacífico
Valle del Cauca,76,Roldanillo,76622,235.7267,36767,35,Región Pacífico
Valle del Cauca,76,San   Pedro,76670,202.1286,17082,39,Región Pacífico
Valle del Cauca,76,Sevilla,76736,537.184,41503,39,Región Pacífico
Valle del Cauca,76,Toro,76823,175.7637,14467,39,Región Pacífico
Valle del Cauca,76,Trujillo,76828,307.6421,19073,43,Región Pacífico
Valle del Cauca,76,Tuluá,76834,909.359,215978,32,Región Pacífico
Valle del Cauca,76,Ulloa,76845,41.8609,5412,35,Región Pacífico
Valle del Cauca,76,Versalles,76863,200.5973,7070,46,Región Pacífico
Valle del Cauca,76,Vijes,76869,113.7739,12817,39,Región Pacífico
Valle del Cauca,76,Yotoco,76890,327.8005,16117,43,Región Pacífico
Valle del Cauca,76,Yumbo,76892,230.5897,108889,27,Región Pacífico
Valle del Cauca,76,Zarzal,76895,367.9373,42191,36,Región Pacífico
Arauca,81,Arauca,81001,5787.9988,91875,60,Región Llano
Arauca,81,Arauquita,81065,3046.788,53407,59,Región Llano
Arauca,81,Cravo   Norte,81220,5212.5691,4042,83,Región Llano
Arauca,81,Fortul,81300,1158.5961,19659,55,Región Llano
Arauca,81,Puerto Rondón,81591,2281.4603,4688,75,Región Llano
Arauca,81,Saravena,81736,945.1361,59697,48,Región Llano
Arauca,81,Tame,81794,5418.7089,46741,61,Región Llano
Caldas,85,Yopal,85001,2482.9386,173610,48,Región Llano
Caldas,85,Aguazul,85010,1442.5073,37513,53,Región Llano
Caldas,85,Chámeza,85015,313.5325,2571,63,Región Llano
Caldas,85,Hato   Corozal,85125,5509.7125,12203,74,Región Llano
Caldas,85,La   Salina,85136,199.8943,1385,62,Región Llano
Caldas,85,Maní,85139,3754.5485,17359,69,Región Llano
Caldas,85,Monterrey,85162,779.1725,17797,54,Región Llano
Caldas,85,Nunchía,85225,1101.8132,8738,62,Región Llano
Caldas,85,Orocué,85230,4753.4841,12514,74,Región Llano
Caldas,85,Paz de Ariporo,85250,12115.0422,36861,73,Región Llano
Caldas,85,Pore,85263,780.4712,12001,60,Región Llano
Caldas,85,Recetor,85279,181.2268,1718,56,Región Llano
Caldas,85,Sabanalarga,85300,400.9421,3583,59,Región Llano
Caldas,85,Sácama,85315,312.2369,2073,64,Región Llano
Caldas,85,San Luis de Gaceno,85325,2989.6953,8378,71,Región Llano
Caldas,85,Támara,85400,1091.2313,6671,62,Región Llano
Caldas,85,Tauramena,85410,2381.6734,24445,61,Región Llano
Caldas,85,Trinidad,85430,2970.2277,13350,68,Región Llano
Caldas,85,Villanueva,85440,833.8894,35793,50,Región Llano
Putumayo,86,Mocoa,86001,1304.6379,57716,52,Región Centro Sur
Putumayo,86,Colón,86219,64.2746,5469,52,Región Centro Sur
Putumayo,86,Orito,86320,1939.3905,38244,54,Región Centro Sur
Putumayo,86,Puerto   Asís,86568,2819.1548,66084,56,Región Centro Sur
Putumayo,86,Puerto Caicedo,86569,926.466,16033,57,Región Centro Sur
Putumayo,86,Puerto   Guzmán,86571,4576.5916,36052,66,Región Centro Sur
Putumayo,86,Leguízamo,86573,10906.8768,29001,77,Región Centro Sur
Putumayo,86,Sibundoy,86749,97.7346,15217,39,Región Centro Sur
Putumayo,86,San   Francisco,86755,407.3567,5585,56,Región Centro Sur
Putumayo,86,San Miguel,86757,379.7421,19119,47,Región Centro Sur
Putumayo,86,Santiago,86760,341.9238,7284,52,Región Centro Sur
Putumayo,86,Valle   de   Guamez,86865,815.1616,34082,47,Región Centro Sur
Putumayo,86,Villagarzón,86885,1396.9721,23873,57,Región Centro Sur
Santander,88,San   Andrés,88001,27.1398,56358,23,Región Caribe
Santander,88,Providencia,88564,22.2845,6124,41,Región Caribe
Amazonas,91,Leticia,91001,6182.4166,48918,70,Región Centro Sur
Amazonas,91,El   Encanto,91263,10897.5467,2077,89,Región Centro Sur
Amazonas,91,La   Chorrera,91405,12726.8679,2947,92,Región Centro Sur
Amazonas,91,La Pedrera,91407,13668.2149,3882,93,Región Centro Sur
Amazonas,91,La   Victoria,91430,1432.795,652,85,Región Centro Sur
Amazonas,91,Miriti Paraná,91460,16867.5325,1860,100,Región Centro Sur
Amazonas,91,Puerto Alegría,91530,8494.1825,759,96,Región Centro Sur
Amazonas,91,Puerto Arica,91536,13791.327,1027,100,Región Centro Sur
Amazonas,91,Puerto Nariño,91540,1509.2043,9997,72,Región Centro Sur
Amazonas,91,Puerto   Santander,91669,14731.0885,1765,96,Región Centro Sur
Amazonas,91,Tarapacá,91798,9195.8779,3869,90,Región Centro Sur
Guainía,94,Inírida,94001,15970.1986,32673,81,Región Llano
Guainía,94,Barranco Minas,94343,14395.6776,8042,87,Región Llano
Guainía,94,Mapiripana,94663,,1048,84,Región Llano
Guainía,94,San   Felipe,94883,2926.3651,1706,89,Región Llano
Guainía,94,Puerto   Colombia,94884,15700.7128,1934,93,Región Llano
Guainía,94,La   Guadalupe,94885,1178.8707,288,96,Región Llano
Guainía,94,Cacahual,94886,2335.3247,886,85,Región Llano
Guainía,94,Pana   Pana,94887,10227.1468,1959,93,Región Llano
Guainía,94,Morichal,94888,8555.0582,937,100,Región Llano
Guaviare,95,San José del Guaviare,95001,16768.5151,54333,70,Región Llano
Guaviare,95,Calamar,95015,13556.4152,9801,81,Región Llano
Guaviare,95,El   Retorno,95025,12442.2258,13684,77,Región Llano
Guaviare,95,Miraflores,95200,12808.0771,6898,81,Región Llano
Vaupés,97,Mitú,97001,16215.7373,31302,77,Región Llano
Vaupés,97,Caruru,97161,6368.4864,3056,85,Región Llano
Vaupés,97,Pacoa,97511,13993.2506,4229,91,Región Llano
Vaupés,97,Taraira,97666,6510.2466,2318,97,Región Llano
Vaupés,97,Papunaua,97777,5551.1535,749,95,Región Llano
Vaupés,97,Yavaraté,97889,4660.4057,1067,92,Región Llano
Vichada,99,Puerto   Carreño,99001,12204.9514,20474,81,Región Llano
Vichada,99,La Primavera,99524,18569.3377,9799,85,Región Llano
Vichada,99,Santa   Rosalía,99624,3691.8692,4130,81,Región Llano
Vichada,99,Cumaribo,99773,65597.2124,76196,87,Región Llano
